id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,locationID,continent,waterBody,islandGroup,island,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordID,references
1214619,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,,floribunda,var.,osterhoutii,Variety,,,,,,,,"Erin Foley",6816,2004-06-03,2004,6,3,155,,2004-6-3,,"Sandy drainage gully.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Grand,,"Gore Range: ca 2 air mi NE of Radium and ca 9.5 air mi SW of Kremmling, ca 1 mi W of the Colorado River.",,39.9791,-106.5377,,,"39.9791° N, 106.5377° W; GPS Reading; T1S R82W S14 NE1/4",,,"GPS Reading",,,2195,2287,,,,"7200-7500 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,e1353af2-3dd2-42c2-a90a-f29cf6421077,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1214619
1214655,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,,floribunda,var.,osterhoutii,Variety,,,,,,,,"Erin Foley",6847,2004-06-03,2004,6,3,155,,2004-6-3,,"Well drained sedimentary slope.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Grand,,"Middle Park: Dry Creek along County Road 1, ca 3 air mi SSW of Kremmling and ca 9.5 air mi NE of Radium.",,40.0135,-106.396,,,"40.0135° N, 106.396° W; GPS Reading; T1N R80W S30 S1/2; also N1/2 S31",,,"GPS Reading",,,2317,,,,,"7600 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,a50ba031-bff5-4106-aadd-5a6e3279eaf7,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1214655
1214768,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,,floribunda,var.,osterhoutii,Variety,,,,,,,,"Erin Foley",6949,2004-06-05,2004,6,5,157,,2004-6-5,,"South-facing well-drained sagebrush slope on granite substrate.",,,,,,"herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=edf6a934-21b6-40d9-92ca-21aeb36ba71f",,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Grand,,"Williams Fork Mountains: Lawson Ridge, ca 6 air mi SE of Kremmling and ca 7 air mi NNW of Green Mountain Reservoir.",,40.0002,-106.3406,,,"40.0002° N, 106.3406° W to 39.9821° N, 106.3379° W; GPS Reading; T1S R80W S3; also N1/2 S10",,,"GPS Reading",,,2369,2683,,,,"7770-8800 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,c3e7fa44-8db4-4242-8ddf-2bc3199f8ec9,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1214768
1215007,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,,floribunda,var.,osterhoutii,Variety,,,,,,,,"Erin Foley",7160,2004-06-08,2004,6,8,160,,2004-6-8,,"Sagebrush on slope of fine sediment.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Grand,,"Middle Park: just N of Colorado River, off U.S. Hwy 40 between Sulphur Gulch and Rock Creek, ca 7 mi W of Hot Sulphur Springs and 8.5 air mi WNW of Kremmling.",,40.0714,-106.2315,,,"40.0714° N, 106.2315° W to 40.0722° N, 106.2316° W; GPS Reading; T1N R79W S3 S1/2; also N1/2 S10",,,"GPS Reading",,,2271,2427,,,,"7450-7960 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,ba8b4dec-e38a-4e64-9585-fe48d419862d,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1215007
1215045,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,,floribunda,var.,osterhoutii,Variety,,,,,,,,"Erin Foley",7195,2004-06-08,2004,6,8,160,,2004-6-8,,"Sandy slope with sandstone outcrops.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Grand,,"Middle Park: ca 8 air mi N of Wolford Mountain and ca 12 air mi N of Kremmling.",,40.2224,-106.3861,,,"40.2224° N, 106.3861° W to 40.2202° N, 106.3827° W; GPS Reading; T3N R80W S18 SW1/4",,,"GPS Reading",,,2348,,,,,"7700 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,da182256-35e3-4355-82ad-5c26b93079b6,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1215045
1216047,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,,floribunda,var.,osterhoutii,Variety,,,,,,,,"Erin Foley",8097,2004-06-21,2004,6,21,173,,2004-6-21,,"Sagebrush hills on fine sediment.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Grand,,"Rabbit Ears Range: Muddy Creek, ca 4 air mi SE of Whiteley Peak and ca 12.5 air mi NW of Wolford Mountain.",,40.267,-106.4541,,,"40.267° N, 106.4541° W; GPS Reading; T4N R81W S34 W1/2",,,"GPS Reading",,,2354,2415,,,,"7720-7920 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,3fce74f9-08e7-4811-a753-ee7f9e516b8e,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1216047
1244714,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,,,,,,,,"Emily A. Holt",4413,2001-05-15,2001,5,15,135,,2001-5-15,,"Pinyon-juniper woodland on east aspect.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Castle Peak Area, West Slope Continental Divide: 2 road mi on County Road 33, ca 2 air mi N of Eagle, immediately after gate, along road and to the W.",,39.7062,-106.8279,,,"39.7062° N, 106.8279° W; T4S R84W S17",,,,,,2195,2378,,,,"7200-7800 ft.",,English,,"2009-03-19 15:41:28",http://creativecommons.org/licenses/by-nc/3.0/,,,aa2a15e1-47f7-4b1a-aba8-194a0488cc7f,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1244714
1244761,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,,,,,,,,"Emily A. Holt",4454,2001-05-15,2001,5,15,135,,2001-5-15,,"Open sagebrush with some pinyon-juniper on west aspect.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Castle Peak Area, West Slope Continental Divide: off County Road 33A, ca 1.5 air mi NE of Eagle.",,39.6768,-106.8086,,,"39.6768° N, 106.8086° W; T4S R84W S28",,,,,,2073,2134,,,,"6800-7000 ft.",,English,,"2009-03-19 15:41:28",http://creativecommons.org/licenses/by-nc/3.0/,,,d16c0acf-774c-4b31-adf0-3fe3f85d31b7,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1244761
1244989,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,,,,,,,,"Emily A. Holt",4660,2001-05-19,2001,5,19,139,,2001-5-19,,"Heavy cattle use on sagebrush steppe on clay soil.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Castle Peak Area, West Slope Continental Divide: along road and S of 4WD road ca 2 road mi N of Trail Gulch Road (County Road 51) off County Road 30, ca 9 air mi NNW of Gypsum.",,39.7797,-106.9823,,,"39.7797° N, 106.9823° W; T3S R86W S24; also S25",,,,,,2012,2073,,,,"6600-6800 ft.",,English,,"2009-03-19 15:41:28",http://creativecommons.org/licenses/by-nc/3.0/,,,59f0e9b9-38d3-4228-8f38-e4185aeecb88,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1244989
1245015,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,,,,,,,,"Emily A. Holt",4684,2001-05-29,2001,5,29,149,,2001-5-29,,"Disturbed roadside habitat on clay soil.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Castle Peak Area, West Slope Continental Divide: off Frontage Road N of I-70, immediately W of turnoff for County Road 51, ca 0.5 air mi N of Gypsum.",,39.6621,-106.963,,,"39.6621° N, 106.963° W; T4S R85W S31",,,,,,1951,2012,,,,"6400-6600 ft.",,English,,"2009-03-19 15:41:28",http://creativecommons.org/licenses/by-nc/3.0/,,,440d3ffd-0414-4950-925f-85cd084376fa,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1245015
1245043,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,,,,,,,,"Emily A. Holt",4709,2001-05-19,2001,5,19,139,,2001-5-19,,"Sparse pinyon-juniper and sagebrush on clay and gypsum soil, along steep slopes.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Hardscrabble Mountain Area, West Slope Continental Divide: 1 road mi E on Cooley Mesa Road (County Road 102) from Forest Road 412, ca 1 air mi SE of Gypsum.",,39.6327,-106.9244,,,"39.6327° N, 106.9244° W; T5S R85W S9",,,,,,2012,2043,,,,"6600-6700 ft.",,English,,"2009-03-19 15:41:28",http://creativecommons.org/licenses/by-nc/3.0/,,,0fd3e759-6d74-4949-991d-b6d002fb807c,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1245043
1245263,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,,,,,,,,"Emily A. Holt",4907,2001-05-30,2001,5,30,150,,2001-5-30,,"Juniper forest with scattered sagebrush on shale.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Castle Peak Area, West Slope Continetal Divide: off County Road 4 on the north side of road, ca 4 air mi NNW of Wolcott.",,39.7503,-106.6929,,,"39.7503° N, 106.6929° W; T3S R83W S33",,,,,,2256,2317,,,,"7400-7600 ft.",,English,,"2009-03-19 15:41:28",http://creativecommons.org/licenses/by-nc/3.0/,,,c9a7f65d-65e0-4d51-bf54-f5ed521088c2,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1245263
1245280,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,,,,,,,,"Emily A. Holt",4923,2001-05-31,2001,5,31,151,,2001-5-31,,"Juniper and sagebrush on shale.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Castle Peak Area, West Slope Continental Divide: off County Road 4 just S of road (0.5 mi), N of Bocco Mountian, ca 2.5 air mi N Wolcott.",,39.7356,-106.6929,,,"39.7356° N, 106.6929° W; T4S R83W S4",,,,,,2195,2256,,,,"7200-7400 ft.",,English,,"2009-03-19 15:41:28",http://creativecommons.org/licenses/by-nc/3.0/,,,01ff4e9c-2192-4522-8875-a1ecf6f977a5,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1245280
1245345,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,,,,,,,,"Emily A. Holt",4981,2001-05-31,2001,5,31,151,,2001-5-31,,"Pinyon-juniper woodland on east aspect, shale and gypsic soil.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Castle Peak Area, West Slope Continental Divide: off Trail Ridge Road (west side), NNW of Dry Lakes, ca 6 air mi NNW of Gypsum.",,39.7209,-106.9823,,,"39.7209° N, 106.9823° W; T4S R86W S12",,,,,,2073,2195,,,,"6800-7200 ft.",,English,,"2009-03-19 15:41:28",http://creativecommons.org/licenses/by-nc/3.0/,,,fb5ea1f7-ed95-4f21-99bb-ddca30599351,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1245345
1245357,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,,,,,,,,"Emily A. Holt",4992,2001-05-31,2001,5,31,151,,2001-5-31,,"Pinyon-juniper woodland with sagebrush on shale-gypsum.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Castle Peak Area, West Slope Continenal Divide: E of Dry Lake off Trail Ridge Road, ca 3.5 air mi NE of Gypsum.",,39.6915,-106.9244,,,"39.6915° N, 106.9244° W; T4S R85W S21",,,,,,2256,,,,,"7400 ft.",,English,,"2009-03-19 15:41:28",http://creativecommons.org/licenses/by-nc/3.0/,,,8699799d-39f1-48d6-b00b-efc4236fce6d,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1245357
1245390,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,,,,,,,,"Emily A. Holt",5022,2001-06-11,2001,6,11,162,,2001-6-11,,"Mountain shrub with Cercocarpus, Quercus, and Amelanchier on south aspect.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Sawatch Range, West Slope Continental Divide: off West Squaw Creek Road, 0.2 road mi W of County Road 23, ca 4 air mi S of Wolcott.",,39.6474,-106.6543,,,"39.6474° N, 106.6543° W; T5S R83W S2; also S11",,,,,,2317,2378,,,,"7600-7800 ft.",,English,,"2009-03-19 15:41:28",http://creativecommons.org/licenses/by-nc/3.0/,,,0ca42973-fb47-4f91-af40-93fca50ee44d,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1245390
1245433,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,,,,,,,,"Emily A. Holt",5059,2001-06-11,2001,6,11,162,,2001-6-11,,"Sagebrush with oak and Amelanchier on clay soil.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Sawatch Range, West Slope Continental Divide: 1.5 road mi E on County Road 15 from Forest Road 400, north side of road, ca 10.5 air mi SE of Eagle.",,39.5457,-106.7235,,,"39.5457° N, 106.7235° W; T6S R83W S8; also S17",,,,,,2500,2683,,,,"8200-8800 ft.",,English,,"2009-03-19 15:41:28",http://creativecommons.org/licenses/by-nc/3.0/,,,843686de-661c-41a0-97af-7c1a4f6f7498,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1245433
1246051,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,,,,,,,,"Emily A. Holt",5621,2001-06-21,2001,6,21,172,,2001-6-21,,"Hilltop and sideslope of dense sagebrush and Purshia.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Gore Range, West Slope Continental Divide: off Berry Creek Road connecting to Forest Road 780, ca 1 air mi NE of Edwards.",,39.6621,-106.5772,,,"39.6621° N, 106.5772° W; T4S R82W S33",,,,,,2439,2500,,,,"8000-8200 ft.",,English,,"2009-03-19 15:41:28",http://creativecommons.org/licenses/by-nc/3.0/,,,071f75e7-e9b6-427e-9aa1-b8e43f758ef8,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1246051
1246281,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,,,,,,,,"Emily A. Holt",5830,2001-06-26,2001,6,26,177,,2001-6-26,,"Palustrine and weedy roadside.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Castle Peak Area, West Slope Continental Divide: at Wilmer Lake Rest Area, around lake and along roadside, off I-70 between Wolcott and Edwards, ca 2 air mi NW of Edwards.",,39.6621,-106.635,,,"39.6621° N, 106.635° W; T4S R83W S36",,,,,,2195,,,,,"7200 ft.",,English,,"2009-03-19 15:41:28",http://creativecommons.org/licenses/by-nc/3.0/,,,551e16a8-49d8-4a12-8920-f50fee74cfc5,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1246281
1246301,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,,,,,,,,"Emily A. Holt",5847,2001-06-26,2001,6,26,177,,2001-6-26,,"Open aspen grove into spruce-Douglas fir forest.",,,,,,,,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Hardscrabble Mountian Area, West Slope Continental Divide: along Yates Gulch, N of Forest Road 412 along Trail 1864, ca 12 air mi SE of Gypsum.",,39.5034,-106.8773,,,"39.5034° N, 106.8773° W; T6S R85W S25",,,,,,2439,2561,,,,"8000-8400 ft.",,English,,"2009-03-19 15:41:28",http://creativecommons.org/licenses/by-nc/3.0/,,,6f0299a3-aa9f-4db0-b902-a3f2d4833b79,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1246301
1246368,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,,,,,,,,"Emily A. Holt",5908,2001-06-26,2001,6,26,177,,2001-6-26,,"Pinyon-juniper woodland with some sagebrush and oak.",,,,,,,,,fruiting,,,,,,,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Hardscrabble Mountain Area, West Slope Continental Divide: off Forest Road 412 1.3 road mi S of pavement end, east side of road, ca 6 air mi S of Gypsum.",,39.5598,-106.935,,,"39.5598° N, 106.935° W; T6S R85W S4",,,,,,2256,2378,,,,"7400-7800 ft.",,English,,"2009-03-19 15:41:28",http://creativecommons.org/licenses/by-nc/3.0/,,,bd0ae09c-aa56-48f3-a2ef-3b743991d577,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1246368
1246371,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria|Physaria floribunda",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,,floribunda,var.,floribunda,Variety,,,,,,,,"Emily A. Holt",5911,2001-06-26,2001,6,26,177,,2001-6-26,,"Pinyon-juniper woodland with some sagebrush and oak.",,,,,,,,,fruiting,,,,,,,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Hardscrabble Mountain Area, West Slope Continental Divide: off Forest Road 412 1.3 road mi S of pavement end, east side of road, ca 6 air mi S of Gypsum.",,39.5598,-106.935,,,"39.5598° N, 106.935° W; T6S R85W S4",,,,,,2256,2378,,,,"7400-7800 ft.",,English,,"2009-03-19 15:41:28",http://creativecommons.org/licenses/by-nc/3.0/,,,ef60d3e0-0366-410c-9f76-669215b84970,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1246371
1272006,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,721045,,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria rollinsii",44668,G.A.Mulligan,Physaria,,rollinsii,,,Species,,,,,,,,"Kevin J. Taylor",1076,1997-06-07,1997,6,7,158,,1997-6-7,,"Sagebrush slopes and along creek.",,,,,,"herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=eba6e8bc-8a4b-4bd1-8dfb-4be258b93322",,,"flowering and fruiting",,,,,,,,,,,U.S.A.,Colorado,Gunnison,,"Northern Gunnison Basin: ca 7.5 air mi ENE of Gunnison.",,38.5798,-106.8114,,,"38.5798° N, 106.8114° W; T50N R1E S24 N1/2; also South1/2 S13",,,,,,2713,2896,,,,"8900-9500 ft.",,English,,"2009-03-23 18:01:33",http://creativecommons.org/licenses/by-nc/3.0/,,,4efdef8f-e009-4986-806b-3f3dda84a8ad,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1272006
